CIK,CCP,AccountsPayableCurrent,Assets,Liabilities,CashAndCashEquivalentsAtCarryingValue,AccountsReceivableNetCurrent,InventoryNet,LongTermDebt
915389,CY2017Q2I,null,15964000000,11074000000,222000000,1018000000,1540000000,null
915912,CY2017Q2I,null,17943745000,7652491000,53477000,null,null,7063492000
915913,CY2017Q2I,346417000,7291989000,null,1006945000,487921000,565894000,1728577000
916076,CY2017Q2I,187227000,7515860000,3315329000,36722000,null,549865000,1781981000
916365,CY2017Q2I,510820000,2815572000,1433006000,67793000,null,1468254000,0
920148,CY2017Q2I,491700000,14902500000,9008500000,299900000,1379300000,209900000,null
920522,CY2017Q2I,null,12524951000,6041843000,183885000,null,null,5652437000
920760,CY2017Q2I,null,16754505000,9317499000,983968000,null,null,null
922224,CY2017Q2I,752000000,39964000000,null,467000000,628000000,316000000,null
922621,CY2017Q2I,null,1567225000,714011000,144709000,null,null,null
927066,CY2017Q2I,439741000,19341784000,13060184000,711997000,2053812000,199304000,null
927628,CY2017Q2I,null,350593000000,301456000000,null,null,null,null
927653,CY2017Q2I,32015000000,61816000000,null,2339000000,null,15498000000,7949000000
935703,CY2017Q2I,1196300000,15532300000,9672100000,693300000,null,null,5822700000
936340,CY2017Q2I,988000000,32582000000,null,62000000,1451000000,null,null
936468,CY2017Q2I,2554000000,48711000000,47362000000,2452000000,null,null,null
940944,CY2017Q2I,249500000,5292300000,3190600000,233100000,null,178900000,936600000
943452,CY2017Q2I,548150000,6438740000,3854369000,328522000,812727000,746236000,null
943819,CY2017Q2I,92763000,3468487000,1508221000,821935000,450530000,268319000,1078611000
945841,CY2017Q2I,273309000,1279136000,975877000,26666000,null,542805000,538579000
946581,CY2017Q2I,36934000,3219570000,2119815000,828112000,229197000,11636000,null
947484,CY2017Q2I,null,30862639000,20880560000,740320000,null,null,null
1000228,CY2017Q2I,882674000,7097456000,3415804000,74654000,1409060000,1567159000,null
1000697,CY2017Q2I,71055000,4996745000,2478106000,567255000,462811000,287139000,null
1001250,CY2017Q2I,null,11568000000,null,1136000000,1395000000,1479000000,null
1002047,CY2017Q2I,289000000,9599000000,6831000000,2951000000,518000000,143000000,1494000000
1002910,CY2017Q2I,null,25254000000,null,10000000,446000000,512000000,null
1004980,CY2017Q2I,1389000000,70055000000,null,178000000,1208000000,132000000,null
1013237,CY2017Q2I,null,1358014000,830461000,161758000,147455000,null,575000000
1013462,CY2017Q2I,5245000,2760965000,null,857996000,83223000,null,null
1013871,CY2017Q2I,757000000,25205000000,21671000000,752000000,1162000000,713000000,17125000000
1014473,CY2017Q2I,null,2344251000,3547409000,242426000,9496000,null,null
1018724,CY2017Q2I,21439000000,87781000000,null,13203000000,8046000000,11510000000,8832000000
1020569,CY2017Q2I,247134000,9814693000,null,291019000,730366000,null,6452254000
1022079,CY2017Q2I,null,10171000000,null,314000000,947000000,83000000,null
1022671,CY2017Q2I,467611000,6670130000,3630649000,908843000,866716000,1418732000,2400000000
1024478,CY2017Q2I,610100000,7215500000,null,1549400000,null,585500000,null
1031296,CY2017Q2I,932000000,43327000000,null,114000000,1375000000,553000000,null
1032208,CY2017Q2I,null,49376000000,null,223000000,1139000000,239000000,null
1034054,CY2017Q2I,29155000,7308853000,null,164521000,75739000,null,8678705000
1035002,CY2017Q2I,5456000000,45974000000,null,5207000000,null,5674000000,7928000000
1035267,CY2017Q2I,74200000,5250800000,728500000,696500000,481100000,214200000,null
1035443,CY2017Q2I,null,11245667000,5591176000,124877000,null,null,4775385000
1037038,CY2017Q2I,160900000,5814000000,2453900000,830400000,279200000,859900000,null
1037540,CY2017Q2I,null,19281762000,11208410000,492435000,null,null,null
1037646,CY2017Q2I,143607000,2247950000,1786031000,146334000,448098000,253734000,947781000
1037868,CY2017Q2I,405937000,7535013000,3942817000,516483000,null,541213000,null
1039684,CY2017Q2I,696834000,16672923000,null,332371000,null,200133000,8300000000
1041061,CY2017Q2I,null,5596000000,11698000000,970000000,null,31000000,null
1043277,CY2017Q2I,978431000,3965889000,2628681000,273182000,null,null,750000000
1043604,CY2017Q2I,210700000,9752900000,4666700000,2392500000,750400000,96600000,null
1045609,CY2017Q2I,null,30150395000,12290157000,271354000,null,null,11081922000
1045810,CY2017Q2I,431000000,9402000000,3427000000,1988000000,1213000000,855000000,1984000000
1047862,CY2017Q2I,973000000,49099000000,null,816000000,984000000,null,null
1048286,CY2017Q2I,null,23881000000,null,498000000,null,null,null
1048695,CY2017Q2I,44544000,2418572000,null,690912000,295085000,31045000,null
1048911,CY2017Q2I,2752000000,48552000000,null,3969000000,null,null,14878000000
1050915,CY2017Q2I,null,5753344000,2244013000,99565000,1614113000,94152000,485013000
1051470,CY2017Q2I,178927000,24483624000,16893315000,199663000,305982000,null,null
1053507,CY2017Q2I,102726000,32138200000,23937228000,770000000,322060000,null,null
1057352,CY2017Q2I,16694000,2220019000,503284000,564638000,51512000,null,304826000
1058090,CY2017Q2I,80976000,2068551000,618355000,175137000,24940000,19126000,null
1058290,CY2017Q2I,179000000,13938000000,3455000000,1157000000,2680000000,null,null
1059556,CY2017Q2I,25000000,6536300000,7003800000,3280900000,916500000,null,4887100000
1060391,CY2017Q2I,596500000,20761100000,null,36000000,1074400000,45400000,7781100000
1063761,CY2017Q2I,null,30965966000,26490428000,488614000,null,null,23422685000
1065088,CY2017Q2I,284000000,27483000000,16009000000,2636000000,619000000,null,9251000000
1065280,CY2017Q2I,273398000,16517223000,13404723000,1918777000,null,null,null
1065696,CY2017Q2I,724201000,8430942000,null,303544000,null,2063462000,null
1067701,CY2017Q2I,692000000,13284000000,11336000000,338000000,990000000,78000000,null
1067983,CY2017Q2I,null,665590000000,361497000000,26418000000,null,16442000000,null
1069183,CY2017Q2I,17993000,316311000,152850000,28038000,null,60743000,null
1070750,CY2017Q2I,null,11854000000,4557000000,644000000,null,null,null
1071739,CY2017Q2I,null,21840000000,15312000000,4425000000,null,null,null
1075531,CY2017Q2I,598200000,23458323000,11853577000,2634264000,1230602000,null,7564636000
1086222,CY2017Q2I,91741000,4489039000,1201867000,352501000,395865000,null,null
1090012,CY2017Q2I,null,26814000000,null,2358000000,1248000000,null,null
1090727,CY2017Q2I,2648000000,39724000000,null,3544000000,6553000000,null,null
1090872,CY2017Q2I,289000000,8261000000,3650000000,2563000000,678000000,566000000,1789000000
1091667,CY2017Q2I,null,146960000000,null,694000000,1489000000,null,63248000000
1093557,CY2017Q2I,null,795600000,441900000,395900000,101700000,42800000,null
1094285,CY2017Q2I,197400000,3780100000,2048600000,null,467100000,435700000,null
1095073,CY2017Q2I,null,22521891000,13937093000,469205000,null,null,null
1097149,CY2017Q2I,45953000,1551187000,472899000,358182000,291694000,35133000,null
1097864,CY2017Q2I,546300000,6834300000,4715000000,871600000,null,1002000000,3407300000
1099219,CY2017Q2I,null,925199000000,855530000000,12876000000,null,null,null
1099800,CY2017Q2I,104600000,5138500000,null,508200000,null,491600000,null
1100682,CY2017Q2I,64652000,2773664000,1791953000,116466000,398547000,104690000,1088222000
1101239,CY2017Q2I,null,17473937000,10950274000,1063777000,545734000,null,7728062000
1103982,CY2017Q2I,5012000000,62757000000,36965000000,null,2395000000,2710000000,null
1108524,CY2017Q2I,148279000,17418803000,8950266000,1949000000,1569322000,null,null
1109357,CY2017Q2I,3134000000,117104000000,87814000000,536000000,3825000000,null,null
1111711,CY2017Q2I,451100000,18822700000,null,17900000,545200000,null,null
1113169,CY2017Q2I,null,6532600000,736400000,1542200000,null,null,null
1116132,CY2017Q2I,194600000,5831600000,2829700000,2672900000,268000000,469700000,1579500000
1120193,CY2017Q2I,null,14660000000,9084000000,356000000,null,null,3058000000
1121788,CY2017Q2I,161398000,4748772000,null,859560000,514942000,525167000,null
1123360,CY2017Q2I,null,10036781000,7032143000,1080576000,283640000,null,4261921000
1126328,CY2017Q2I,null,240153900000,228820800000,2006400000,null,null,3126800000
1130310,CY2017Q2I,631000000,22045000000,null,248000000,762000000,null,null
1133421,CY2017Q2I,1385000000,25813000000,19894000000,1383000000,null,1039000000,null
1136869,CY2017Q2I,360200000,26459200000,16179700000,450000000,1423000000,2023900000,null
1136893,CY2017Q2I,null,24970000000,14965000000,786000000,1456000000,null,null
1137774,CY2017Q2I,null,812590000000,763950000000,16605000000,null,null,null
1137789,CY2017Q2I,1626000000,9268000000,7904000000,2539000000,1199000000,982000000,null
1138118,CY2017Q2I,null,10606218000,7023192000,535681000,2653346000,null,null
1140536,CY2017Q2I,null,32774000000,22330000000,852000000,2288000000,null,null
1140859,CY2017Q2I,24804544000,34654010000,null,1311467000,10553258000,11669529000,3433193000
1141391,CY2017Q2I,654000000,19839000000,13891000000,5177000000,1708000000,null,null
1145197,CY2017Q2I,12243000,459327000,394602000,73488000,37753000,33956000,null
1156039,CY2017Q2I,null,68237600000,41805900000,4561200000,null,null,null
1156375,CY2017Q2I,25500000,78543800000,57767000000,1362300000,416400000,null,null
1163165,CY2017Q2I,3401000000,78004000000,47505000000,7534000000,null,1019000000,null
1164727,CY2017Q2I,304000000,21142000000,9102000000,3105000000,158000000,null,null
1166691,CY2017Q2I,6730000000,183031000000,null,2693000000,7849000000,null,null
1170010,CY2017Q2I,510574000,16475689000,13323561000,60080000,104745000,2148247000,null
1174922,CY2017Q2I,299348000,11856899000,11499193000,2486423000,null,84508000,9808036000
1175454,CY2017Q2I,1240766000,10101711000,null,564578000,1429563000,null,null
1179929,CY2017Q2I,null,8583000000,7062000000,2979000000,null,null,null
1260221,CY2017Q2I,147080000,10316436000,12211881000,970556000,606005000,743579000,10892290000
1262039,CY2017Q2I,42171000,2360691000,1438552000,853100000,274476000,86439000,null
1267238,CY2017Q2I,null,30058900000,25834300000,848200000,null,null,null
1274494,CY2017Q2I,118075000,6680286000,1388977000,1509516000,260994000,344473000,334783000
1278021,CY2017Q2I,null,547041000,45813000,128143000,null,null,null
1280452,CY2017Q2I,25232000,568046000,94253000,71110000,41982000,92666000,null
1281761,CY2017Q2I,null,124643000000,107750000000,4131000000,null,null,6765000000
1283699,CY2017Q2I,null,67159000000,null,181000000,1719000000,1208000000,28494000000
1285785,CY2017Q2I,651100000,17444400000,null,660600000,null,1683500000,null
1286681,CY2017Q2I,104620000,781797000,null,52243000,151641000,37664000,null
1289490,CY2017Q2I,null,7037463000,4458780000,31648000,null,null,null
1297996,CY2017Q2I,null,12579571000,7548277000,22383000,null,null,null
1300514,CY2017Q2I,107000000,20142000000,13337000000,2307000000,623000000,47000000,null
1306830,CY2017Q2I,666000000,8883000000,null,511000000,985000000,771000000,2993000000
1316835,CY2017Q2I,503533000,3130710000,2763605000,6931000,720639000,651041000,null
1318605,CY2017Q2I,2359316000,26043705000,19459902000,3035924000,453539000,2438111000,6755563000
1321655,CY2017Q2I,null,null,null,null,null,null,null
1324404,CY2017Q2I,null,14936000000,null,2005000000,null,325000000,5783000000
1324424,CY2017Q2I,null,18623248000,null,2874823000,1809618000,null,null
1326160,CY2017Q2I,2177000000,135004000000,null,298000000,1880000000,null,49515000000
1326801,CY2017Q2I,323000000,73843000000,7362000000,6252000000,3897000000,null,null
1327567,CY2017Q2I,35500000,3438300000,null,744300000,432100000,null,524700000
1335258,CY2017Q2I,123940000,8251426000,null,2216812000,865107000,null,null
1336920,CY2017Q2I,null,8882000000,null,262000000,null,null,null
1341439,CY2017Q2I,599000000,134991000000,null,21784000000,5300000000,300000000,null
1352010,CY2017Q2I,4253000,1079383000,159677000,443501000,208273000,null,null
1373715,CY2017Q2I,24478000,2924406000,2441980000,1173457000,279088000,null,null
1374310,CY2017Q2I,54900000,5395600000,null,148600000,231300000,null,1411300000
1375365,CY2017Q2I,396895000,1515130000,741284000,110606000,324004000,736668000,null
1383312,CY2017Q2I,167200000,3149800000,2146000000,271100000,null,17200000,1102100000
1385157,CY2017Q2I,1309000000,18520000000,9379000000,755000000,2271000000,1787000000,null
1389170,CY2017Q2I,null,13918400000,null,98700000,550400000,197700000,4437600000
1390777,CY2017Q2I,null,354815000000,314317000000,4725000000,null,null,null
1393311,CY2017Q2I,null,10365727000,1203701000,358266000,null,null,420778000
1393612,CY2017Q2I,null,93757000000,82498000000,12950000000,null,null,null
1393818,CY2017Q2I,null,30127931000,16870932000,1745547000,null,null,11308005000
1396009,CY2017Q2I,null,9869943000,5267839000,1129799000,null,374929000,3335069000
1397187,CY2017Q2I,19049000,1686923000,289114000,721212000,null,null,null
1402057,CY2017Q2I,null,7041600000,null,79000000,2335300000,513600000,null
1403161,CY2017Q2I,130000000,64000000000,32056000000,7437000000,1105000000,null,14142000000
1403568,CY2017Q2I,313483000,2702217000,1066867000,92860000,null,null,null
1404912,CY2017Q2I,null,42868081000,23325722000,2131687000,null,null,null
1408198,CY2017Q2I,329000,3090097000,2782897000,750581000,289227000,null,null
1410636,CY2017Q2I,134000000,18966000000,null,64000000,288000000,null,null
1413329,CY2017Q2I,1909000000,38660000000,48937000000,6197000000,3648000000,7730000000,null
1413447,CY2017Q2I,null,null,null,null,null,null,null
1418135,CY2017Q2I,367000000,10319000000,8164000000,286000000,698000000,267000000,4541000000
1437107,CY2017Q2I,222000000,16149000000,10386000000,206000000,null,null,8263000000
1442145,CY2017Q2I,null,4898700000,3432800000,140700000,266400000,null,2278900000
1463101,CY2017Q2I,15425000,163678000,166062000,30953000,56403000,20839000,47336000
1466258,CY2017Q2I,1599200000,17773500000,10979500000,1310100000,null,1604500000,null
1467373,CY2017Q2I,1291138000,21135592000,null,3382208000,4474415000,null,null
1467858,CY2017Q2I,23404000000,240300000000,194575000000,16598000000,null,11289000000,null
1474735,CY2017Q2I,163359000,1887530000,1421765000,67071000,240142000,384191000,null
1478242,CY2017Q2I,null,21782000000,14008000000,902000000,null,null,8986000000
1489393,CY2017Q2I,null,24118000000,null,734000000,2904000000,4007000000,null
1501585,CY2017Q2I,325000000,6190000000,4540000000,553000000,1201000000,null,1281000000
1506307,CY2017Q2I,1353000000,80203000000,43989000000,452000000,1184000000,438000000,37224000000
1510295,CY2017Q2I,5307000000,45447000000,24883000000,1450000000,3259000000,5548000000,null
1513761,CY2017Q2I,47242000,13946176000,8954427000,219315000,50359000,77089000,null
1521332,CY2017Q2I,2603000000,13056000000,9771000000,792000000,3127000000,1485000000,null
1524472,CY2017Q2I,442000000,6707000000,4325000000,288000000,944000000,554000000,null
1534701,CY2017Q2I,5891000000,51828000000,28022000000,2161000000,null,4245000000,null
1535527,CY2017Q2I,null,null,null,null,null,null,null
1539838,CY2017Q2I,null,6783809000,1496875000,16588000,82950000,4925000,1151515000
1543151,CY2017Q2I,null,null,null,null,null,null,null
1551152,CY2017Q2I,null,66994000000,null,6088000000,4859000000,1582000000,null
1551182,CY2017Q2I,1885000000,31355000000,null,312000000,null,2393000000,7759000000
1555280,CY2017Q2I,199000000,7802000000,6056000000,705000000,975000000,1498000000,null
1559720,CY2017Q2I,null,null,null,null,null,null,null
1564708,CY2017Q2I,222000000,14552000000,null,2016000000,1276000000,208000000,379000000
1571949,CY2017Q2I,null,80324000000,64391000000,398000000,912000000,null,3874000000
1571996,CY2017Q2I,16916000000,117494000000,100225000000,9213000000,9716000000,2594000000,49060000000
1579241,CY2017Q2I,194600000,2334600000,2065200000,245500000,null,247800000,null
1585689,CY2017Q2I,null,14269000000,12754000000,784000000,921000000,null,null
1590895,CY2017Q2I,30547000,3557940000,2733016000,103624000,21862000,17067000,null
1590955,CY2017Q2I,3439000,1045943000,null,68117000,1803000,520000,34618000
1596532,CY2017Q2I,80418000,2162940000,805191000,823475000,269624000,363803000,null
1596783,CY2017Q2I,163200000,3454300000,null,288300000,488800000,184900000,null
1601046,CY2017Q2I,181000000,5840000000,3621000000,873000000,521000000,561000000,2087000000
1601712,CY2017Q2I,null,91140000000,76808000000,12020000000,null,null,20709000000
1604778,CY2017Q2I,215033000,6442696000,1530015000,512631000,373711000,470880000,989420000
1609711,CY2017Q2I,66400000,6253900000,null,578800000,17400000,null,null
1613103,CY2017Q2I,1759000000,100250000000,49463000000,4691000000,5784000000,3538000000,null
1618921,CY2017Q2I,11528000000,74173000000,null,12253000000,6339000000,8681000000,null
1633917,CY2017Q2I,171000000,35290000000,20292000000,1271000000,176000000,null,null
1637459,CY2017Q2I,null,119322000000,60902000000,1445000000,973000000,3012000000,null
1645590,CY2017Q2I,5717000000,70931000000,null,7757000000,3845000000,2144000000,null
1652044,CY2017Q2I,2488000000,178621000000,30335000000,15711000000,14003000000,398000000,null
1659166,CY2017Q2I,null,8467100000,null,968400000,985000000,560600000,3208100000
1666700,CY2017Q2I,null,null,null,6218000000,null,null,null
1679273,CY2017Q2I,295000000,2485600000,null,57100000,185200000,525000000,null
1682852,CY2017Q2I,null,null,null,null,null,null,null
1687229,CY2017Q2I,null,9519326000,5875355000,158934000,null,null,null
1692819,CY2017Q2I,474000000,14784000000,8126000000,986000000,651000000,310000000,null
1699150,CY2017Q2I,246400000,4422900000,3213900000,245700000,475200000,485800000,null
1701605,CY2017Q2I,null,0,0,0,null,null,null
1705696,CY2017Q2I,null,null,null,null,null,null,null
1707925,CY2017Q2I,null,null,null,null,null,null,null
1711269,CY2017Q2I,null,null,null,null,null,null,null
1725057,CY2017Q2I,null,null,null,144500000,null,null,null
1730168,CY2017Q2I,null,null,null,5249000000,null,null,null
1739940,CY2017Q2I,null,null,null,null,null,null,null
1744489,CY2017Q2I,null,null,null,null,null,null,null
1748790,CY2017Q2I,null,null,null,561500000,null,null,null
1751788,CY2017Q2I,null,null,null,null,null,null,null
1754301,CY2017Q2I,null,null,null,19000000,null,null,null
1755672,CY2017Q2I,null,null,null,null,null,null,null
1757898,CY2017Q2I,null,null,null,null,null,null,null
1781335,CY2017Q2I,null,null,null,null,null,null,null
1783180,CY2017Q2I,null,null,null,null,null,null,null
1792044,CY2017Q2I,null,null,null,null,null,null,null
1841666,CY2017Q2I,null,null,null,null,null,null,null
1868275,CY2017Q2I,null,null,null,null,null,null,null
1932393,CY2017Q2I,null,null,null,null,null,null,null
1944048,CY2017Q2I,null,null,null,null,null,null,null
1964738,CY2017Q2I,null,null,null,null,null,null,null
1967680,CY2017Q2I,null,null,null,null,null,null,null
1996810,CY2017Q2I,null,null,null,null,null,null,null
1996862,CY2017Q2I,null,null,null,null,null,null,null
2005951,CY2017Q2I,null,null,null,null,null,null,null
2011286,CY2017Q2I,null,null,null,null,null,null,null
2012383,CY2017Q2I,null,null,null,null,null,null,null
1800,CY2017Q3I,null,72248000000,null,11012000000,4800000000,3483000000,null
2488,CY2017Q3I,472000000,3586000000,null,879000000,771000000,794000000,null
2969,CY2017Q3I,null,18467200000,8281700000,3273600000,1174000000,335400000,null
4127,CY2017Q3I,258400000,4573600000,507900000,1616800000,null,493500000,null
4281,CY2017Q3I,1656000000,19237000000,13276000000,1815000000,1150000000,2453000000,6803000000
4447,CY2017Q3I,421000000,26600000000,12172000000,2526000000,933000000,372000000,6714000000
4904,CY2017Q3I,1537000000,63964900000,45850100000,343900000,1740900000,null,20721700000
4962,CY2017Q3I,null,169000000000,147492000000,null,null,null,48762000000
4977,CY2017Q3I,null,136083000000,114106000000,4927000000,null,null,null
5272,CY2017Q3I,null,503073000000,430061000000,null,null,null,31039000000
6281,CY2017Q3I,236629000,21141294000,null,1047838000,688953000,550816000,null
6951,CY2017Q3I,945000000,19419000000,10070000000,5010000000,2338000000,2707000000,5304000000
7084,CY2017Q3I,3449000000,38969000000,null,518000000,1911000000,8326000000,null
8670,CY2017Q3I,112600000,35661100000,31707700000,2363600000,1788700000,null,null
8818,CY2017Q3I,949200000,5270000000,null,232300000,1184800000,620000000,null
9389,CY2017Q3I,2419000000,17003000000,13365000000,556000000,1425000000,1433000000,7182000000
10456,CY2017Q3I,null,17541000000,null,3517000000,null,1550000000,null
10795,CY2017Q3I,797000000,37734000000,null,14179000000,1744000000,1818000000,null
11544,CY2017Q3I,null,24336076000,18865427000,773997000,null,null,null
12927,CY2017Q3I,12718000000,91007000000,null,8569000000,10644000000,null,null
14272,CY2017Q3I,1699000000,33977000000,19063000000,4644000000,4332000000,1250000000,6982000000
14693,CY2017Q3I,null,4978000000,3331000000,212000000,753000000,1359000000,1969000000
16732,CY2017Q3I,713000000,7746000000,6057000000,163000000,null,1001000000,2484000000
16918,CY2017Q3I,601700000,19418400000,11473100000,125600000,null,1929700000,8133400000
18230,CY2017Q3I,6113000000,78560000000,62863000000,null,6691000000,10212000000,null
19617,CY2017Q3I,null,2563074000000,2304692000000,459156000000,null,null,null
20286,CY2017Q3I,null,21592000000,14069000000,674000000,null,null,787000000
21076,CY2017Q3I,null,4600000000,4008000000,468000000,null,462000000,null
21344,CY2017Q3I,null,90515000000,null,12528000000,3664000000,2608000000,35702000000
21665,CY2017Q3I,1164000000,12775000000,12508000000,1380000000,1530000000,1205000000,null
23217,CY2017Q3I,845700000,10225600000,6343000000,251400000,null,1068800000,2970000000
24545,CY2017Q3I,null,30677700000,17981100000,971300000,833400000,636000000,null
24741,CY2017Q3I,1179000000,28094000000,10711000000,3865000000,1748000000,1693000000,null
26172,CY2017Q3I,2486000000,17992000000,9431000000,1290000000,null,3146000000,null
27419,CY2017Q3I,9986000000,42009000000,null,null,null,10517000000,null
27904,CY2017Q3I,3059000000,52575000000,null,1478000000,null,null,null
29534,CY2017Q3I,1978032000,12374756000,null,226192000,null,3597195000,null
29905,CY2017Q3I,976257000,10493390000,null,322039000,1446556000,982196000,3335491000
29989,CY2017Q3I,9427800000,22207500000,null,1843000000,7045700000,null,null
31462,CY2017Q3I,1115900000,19856700000,12557500000,209100000,2533200000,1509000000,null
31791,CY2017Q3I,163735000,4738955000,2202926000,709488000,440649000,295176000,null
32604,CY2017Q3I,1776000000,19589000000,null,3062000000,3072000000,1696000000,null
33185,CY2017Q3I,82500000,7115700000,3950000000,315400000,458300000,null,2717800000
33213,CY2017Q3I,388059000,15984648000,6559971000,483558000,279201000,null,3300000000
34088,CY2017Q3I,null,349427000000,160229000000,4266000000,null,null,null
34903,CY2017Q3I,null,6221137000,3735531000,22850000,null,null,null
35527,CY2017Q3I,null,142264000000,125884000000,null,null,null,14039000000
36104,CY2017Q3I,null,459227000000,409876000000,null,null,null,34515000000
36270,CY2017Q3I,null,120401804000,104083752000,1368252000,null,null,8577645000
37785,CY2017Q3I,437700000,6056800000,null,93800000,null,614800000,1598600000
37996,CY2017Q3I,null,251849000000,217913000000,17589000000,10277000000,11263000000,null
38777,CY2017Q3I,null,17534000000,2656300000,8749700000,null,null,1044200000
40533,CY2017Q3I,2718000000,34914000000,null,2722000000,3391000000,5781000000,4882000000
40545,CY2017Q3I,14907000000,378038000000,280544000000,null,25026000000,25848000000,null
40704,CY2017Q3I,2172900000,22209600000,16959200000,820800000,null,1595200000,null
40987,CY2017Q3I,null,9494234000,null,210082000,null,3354178000,null
45012,CY2017Q3I,2416000000,25790000000,16544000000,1898000000,null,2444000000,null
46080,CY2017Q3I,525852000,5544648000,3588396000,1244778000,1655752000,629120000,null
47111,CY2017Q3I,529442000,5655477000,4816501000,275056000,742832000,938187000,2354228000
47217,CY2017Q3I,13279000000,32913000000,null,6997000000,4414000000,5786000000,null
48465,CY2017Q3I,552714000,6975908000,null,444122000,618351000,921022000,null
48898,CY2017Q3I,349400000,3743200000,2075500000,386400000,null,623600000,null
49071,CY2017Q3I,null,32956000000,21745000000,9865000000,null,null,null
49196,CY2017Q3I,null,101988126000,91289277000,1194000000,null,null,9200707000
49826,CY2017Q3I,585000000,16314000000,null,2785000000,null,1225000000,null
50863,CY2017Q3I,3554000000,127088000000,null,9075000000,5954000000,6929000000,31702000000
51143,CY2017Q3I,5442000000,121636000000,101879000000,10915000000,8150000000,1711000000,45218000000
51253,CY2017Q3I,271194000,4520438000,null,316002000,null,619516000,1673347000
51434,CY2017Q3I,2408000000,33813000000,null,998000000,null,2465000000,null
51644,CY2017Q3I,5561100000,11716100000,9437900000,704900000,3696100000,null,null
52988,CY2017Q3I,683605000,7380859000,null,607821000,null,null,null
55067,CY2017Q3I,2140000000,15641000000,null,267000000,1512000000,null,7216000000
55785,CY2017Q3I,2729000000,15049000000,null,655000000,2360000000,1748000000,null
56873,CY2017Q3I,null,37028000000,30817000000,352000000,null,null,14064000000
59478,CY2017Q3I,1200100000,43010400000,null,3724300000,4401300000,4406900000,null
60086,CY2017Q3I,null,79527000000,55166000000,null,null,null,null
60667,CY2017Q3I,8903000000,36783000000,31041000000,743000000,null,12393000000,null
62709,CY2017Q3I,null,19690000000,null,1078000000,null,null,null
62996,CY2017Q3I,916000000,5483000000,5423000000,1141000000,null,866000000,null
63754,CY2017Q3I,null,10381700000,7848400000,166100000,556200000,null,5027800000
63908,CY2017Q3I,685200000,32559600000,null,2671200000,null,54200000,null
64040,CY2017Q3I,170000000,8714000000,6660000000,2312000000,1188000000,null,null
64803,CY2017Q3I,7899000000,92853000000,null,2485000000,12440000000,14147000000,25700000000
65984,CY2017Q3I,1105038000,46398442000,null,546291000,1313343000,null,null
66740,CY2017Q3I,1824000000,35237000000,23035000000,null,5156000000,3975000000,null
68505,CY2017Q3I,473000000,8618000000,null,653000000,1382000000,364000000,null
70858,CY2017Q3I,null,2284174000000,2011437000000,172381000000,null,null,228666000000
72331,CY2017Q3I,86016000,3414539000,null,90383000,null,264266000,1582984000
72741,CY2017Q3I,794195000,33163620000,null,null,919959000,null,null
72903,CY2017Q3I,992498000,42468794000,null,167000000,807621000,616675000,null
72971,CY2017Q3I,null,1934939000000,1728115000000,null,null,null,238893000000
73124,CY2017Q3I,null,131400200000,121235000000,null,null,null,null
73309,CY2017Q3I,1312817000,16503834000,7658020000,1575944000,2113890000,3522199000,null
74208,CY2017Q3I,null,7760705000,3964622000,1788000,null,null,3679011000
75362,CY2017Q3I,null,23103900000,null,2313300000,null,null,null
75677,CY2017Q3I,379500000,6027200000,null,370500000,831300000,736600000,null
76334,CY2017Q3I,1304260000,15731279000,10200620000,874766000,null,1707001000,5408741000
77360,CY2017Q3I,383400000,8628800000,3620200000,108500000,null,579200000,1511200000
77476,CY2017Q3I,null,78463000000,65052000000,10243000000,null,3251000000,null
78003,CY2017Q3I,3480000000,172151000000,111041000000,2779000000,10002000000,7925000000,34503000000
79282,CY2017Q3I,63623000,7414277000,null,546520000,null,null,980741000
79879,CY2017Q3I,null,17616000000,11611000000,2287000000,null,1805000000,4667000000
80424,CY2017Q3I,9458000000,122851000000,67436000000,5024000000,4942000000,5023000000,null
80661,CY2017Q3I,null,38932600000,29145000000,null,null,null,null
84839,CY2017Q3I,36195000,1046527000,396088000,113397000,110325000,15380000,null
86312,CY2017Q3I,null,104311000000,80573000000,null,null,null,null
87347,CY2017Q3I,null,73569000000,33559000000,null,null,4308000000,null
89800,CY2017Q3I,1832434000,20779657000,null,207937000,2426222000,1704213000,null
91142,CY2017Q3I,null,3104600000,1438700000,321900000,null,292100000,null
91419,CY2017Q3I,507400000,15702000000,8665700000,180300000,481600000,1011700000,4793700000
91440,CY2017Q3I,204700000,5256200000,2316200000,94100000,675200000,649900000,null
91576,CY2017Q3I,null,136733000000,121483000000,null,null,null,15100000000
92122,CY2017Q3I,2353000000,110315000000,83956000000,1841000000,null,null,null
92230,CY2017Q3I,null,220340000000,190487000000,3127000000,null,null,20863000000
92380,CY2017Q3I,1124000000,24249000000,null,1460000000,null,null,null
93410,CY2017Q3I,13084000000,255160000000,107249000000,6641000000,null,5761000000,null
93556,CY2017Q3I,2091600000,19773200000,null,483300000,null,2247400000,3826700000
93751,CY2017Q3I,null,235986000000,213489000000,null,null,null,null
96021,CY2017Q3I,3951205000,18418590000,null,909203000,null,null,null
96943,CY2017Q3I,85419000,5680733000,3208256000,1017573000,306472000,382417000,2250055000
97210,CY2017Q3I,79429000,3089327000,979430000,418677000,268068000,125183000,null
97476,CY2017Q3I,430000000,16929000000,5941000000,1296000000,1576000000,1908000000,3583000000
